GENE_SYMBOL,GENE ID (HGNC),DISEASE_LABEL,DISEASE ID (MONDO),MOI,SOP,CLASSIFICATION,ONLINE REPORT,CLASSIFICATION DATE,GCEP
PNPT1,HGNC:23166,Leigh syndrome,MONDO:0009723,AR,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6ed99943-2ab9-417d-b0ec-ddbfa11c8645-2020-03-19T191429.965Z,2020-03-19T19:14:29.965Z,Leigh syndrome
POLG,HGNC:9179,Leigh syndrome,MONDO:0009723,AR,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1212393e-b517-4430-a8d7-df7e32295aff-2021-06-30T144955.983Z,2021-06-30T14:49:55.983Z,Leigh syndrome
PTCD3,HGNC:24717,Leigh syndrome,MONDO:0009723,AR,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ac3d1e08-56f0-43b6-a2fa-0d06571ba121-2019-06-20T164419.242Z,2019-06-20T16:44:19.242Z,Leigh syndrome
RANBP2,HGNC:9848,Leigh syndrome,MONDO:0009723,AD,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_183be314-face-471f-9643-9cc1a302636f-2021-06-30T145342.020Z,2021-06-30T14:53:42.020Z,Leigh syndrome
RNASEH1,HGNC:18466,Leigh syndrome,MONDO:0009723,AR,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fcf8b7a4-7bd5-45fe-824c-6a90825620f7-2021-01-14T213824.328Z,2021-01-14T21:38:24.328Z,Leigh syndrome
SCO2,HGNC:10604,Leigh syndrome,MONDO:0009723,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_011dd1c7-94bb-4a70-8b95-cc25432a5ea2-2019-03-28T154245.471Z,2019-03-28T15:42:45.471Z,Leigh syndrome
SDHA,HGNC:10680,Leigh syndrome,MONDO:0009723,AR,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_4c5801d0-5839-47d9-81cc-a53cea959b57-2019-05-20T190935.665Z,2019-05-20T19:09:35.665Z,Leigh syndrome
SDHAF1,HGNC:33867,Leigh syndrome,MONDO:0009723,AR,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0baf56d2-40f8-465a-9b50-22f57481a5cb-2020-02-12T201133.569Z,2020-02-12T20:11:33.569Z,Leigh syndrome
SERAC1,HGNC:21061,Leigh syndrome,MONDO:0009723,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_bf6861ce-e13a-42c9-a4ff-942a83874bfd-2021-01-14T213356.750Z,2021-01-14T21:33:56.750Z,Leigh syndrome
SLC19A3,HGNC:16266,Leigh syndrome,MONDO:0009723,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e3907183-4cb2-4df7-bace-ecc1821b3acc-2019-01-14T170000.000Z,2019-01-14T17:00:00.000Z,Leigh syndrome
SLC25A19,HGNC:14409,Leigh syndrome,MONDO:0009723,AR,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6ae17da7-86b0-4aba-a401-de1ccb6ecb83-2020-08-27T162850.918Z,2020-08-27T16:28:50.918Z,Leigh syndrome
SLC25A4,HGNC:10990,Leigh syndrome,MONDO:0009723,AD,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0a6890a4-e2d5-4895-956d-3f3103ec6a2b-2021-06-14T151738.675Z,2021-06-14T15:17:38.675Z,Leigh syndrome
SLC25A46,HGNC:25198,Leigh syndrome,MONDO:0009723,AR,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6e456b6d-7a9b-42d2-ab51-0531f5184b41-2020-08-27T163757.565Z,2020-08-27T16:37:57.565Z,Leigh syndrome
SLC39A8,HGNC:20862,Leigh syndrome,MONDO:0009723,AR,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5fddaae4-d982-49e7-9e83-b84d15f3cf2c-2020-11-23T195104.867Z,2020-11-23T19:51:04.867Z,Leigh syndrome
SQOR,HGNC:20390,Leigh syndrome,MONDO:0009723,AR,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_09ea3b0c-cc3a-44d1-a702-9f1674c33040-2021-01-21T005124.845Z,2021-01-21T00:51:24.845Z,Leigh syndrome
SSBP1,HGNC:11317,Leigh syndrome,MONDO:0009723,AD,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6ef6f4e7-6e59-4eaf-b303-7f975542d1b9-2021-06-14T144803.625Z,2021-06-14T14:48:03.625Z,Leigh syndrome
SUCLA2,HGNC:11448,Leigh syndrome,MONDO:0009723,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_eedc8c99-a02a-4a34-ba72-1b0fc975e63f-2019-04-18T180100.762Z,2019-04-18T18:01:00.762Z,Leigh syndrome
SUCLG1,HGNC:11449,Leigh syndrome,MONDO:0009723,AR,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fd0a5a96-69b8-47fb-9b7b-17de29439ecc-2019-04-18T181448.882Z,2019-04-18T18:14:48.882Z,Leigh syndrome
SURF1,HGNC:11474,Leigh syndrome,MONDO:0009723,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2ed17d9b-e746-4f1f-9c39-26f46bb2eadc-2019-04-08T160338.698Z,2019-04-08T16:03:38.698Z,Leigh syndrome
TACO1,HGNC:24316,Leigh syndrome,MONDO:0009723,AR,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ae2fd0e4-db4e-4e17-bfc8-c43719066f97-2019-10-16T150433.004Z,2019-10-16T15:04:33.004Z,Leigh syndrome
TARS2,HGNC:30740,Leigh syndrome,MONDO:0009723,AR,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_475a994f-8420-45bb-8f14-9fe85cdcdbbc-2021-06-14T144425.888Z,2021-06-14T14:44:25.888Z,Leigh syndrome
TIMMDC1,HGNC:1321,Leigh syndrome,MONDO:0009723,AR,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_83d26d62-2863-46d9-ad7d-96c086e65e8e-2021-06-30T220013.257Z,2021-06-30T22:00:13.257Z,Leigh syndrome
TPK1,HGNC:17358,Leigh syndrome,MONDO:0009723,AR,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_74e89426-cb27-4474-b892-dc303a9de644-2021-01-14T212800.773Z,2021-01-14T21:28:00.773Z,Leigh syndrome
TRMU,HGNC:25481,Leigh syndrome,MONDO:0009723,AR,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d1d9d958-be13-4018-ab9c-305788171d1e-2021-01-21T004755.799Z,2021-01-21T00:47:55.799Z,Leigh syndrome
TSFM,HGNC:12367,Leigh syndrome,MONDO:0009723,AR,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e3d30a3f-a054-4812-9b97-116a8834fcb1-2020-02-12T195529.785Z,2020-02-12T19:55:29.785Z,Leigh syndrome
TTC19,HGNC:26006,Leigh syndrome,MONDO:0009723,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8dc9dcb6-1f63-41b1-80f1-a0f2a87b5ec4-2019-09-19T160132.570Z,2019-09-19T16:01:32.570Z,Leigh syndrome
UQCRQ,HGNC:29594,Leigh syndrome,MONDO:0009723,AR,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9bf205a2-6eb3-40aa-b3dd-54c19ce6e6f7-2019-10-16T144656.909Z,2019-10-16T14:46:56.909Z,Leigh syndrome
VPS13D,HGNC:23595,Leigh syndrome,MONDO:0009723,AR,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7f179add-fcdb-4ea0-bc3c-506f825d2dac-2021-06-14T143234.435Z,2021-06-14T14:32:34.435Z,Leigh syndrome
GBA,HGNC:4177,Parkinson disease,MONDO:0005180,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9201c03f-10de-447c-9b84-194f14b549b6-2022-05-03T134810.206Z,2022-05-03T13:48:10.206Z,Parkinson's disease
LRRK2,HGNC:18618,Parkinson disease,MONDO:0005180,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2728e13a-b95a-4c55-8cba-082260094ecd-2021-05-03T160000.000Z,2021-05-03T16:00:00.000Z,Parkinson's disease
PARK7,HGNC:16369,Parkinson disease,MONDO:0005180,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d79439d2-844b-4ba6-aceb-e6b179eaaa01-2022-06-27T160000.000Z,2022-06-27T16:00:00.000Z,Parkinson's disease
PINK1,HGNC:14581,Parkinson disease,MONDO:0005180,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1999e6c4-eb15-438a-a4ea-98989112dcbb-2023-01-18T190000.000Z,2023-01-18T19:00:00.000Z,Parkinson's disease
PRKN,HGNC:8607,Parkinson disease,MONDO:0005180,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6b39c4a0-f6bd-4afc-b2a7-f234eab5a667-2023-01-18T190000.000Z,2023-01-18T19:00:00.000Z,Parkinson's disease
SNCA,HGNC:11138,Parkinson disease,MONDO:0005180,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d21593ae-ed10-4442-8167-24f96f917302-2022-05-03T134931.425Z,2022-05-03T13:49:31.425Z,Parkinson's disease
VPS35,HGNC:13487,Parkinson disease,MONDO:0005180,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b0e546d6-8a44-4e9d-83aa-f781ec4ec166-2021-11-03T134517.796Z,2021-11-03T13:45:17.796Z,Parkinson's disease
CDKL5,HGNC:11411,CDKL5 disorder,MONDO:0100039,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a80cd86d-b085-4f35-9379-12a53ef367e2-2018-07-02T145731.072Z,2018-07-02T14:57:31.072Z,Rett and Angelman-like Disorders
FOXG1,HGNC:3811,FOXG1 disorder,MONDO:0100040,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3f14c6c5-b051-4c94-b9c6-3b80771eed22-2018-07-02T140827.839Z,2018-07-02T14:08:27.839Z,Rett and Angelman-like Disorders
MECP2,HGNC:6990,Rett syndrome,MONDO:0010726,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2df006ff-5ab4-4926-9b72-48909b09e608-2018-05-02T132629.570Z,2018-05-02T13:26:29.570Z,Rett and Angelman-like Disorders
SLC9A6,HGNC:11079,Christianson syndrome,MONDO:0010278,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1d97fc8d-e744-449a-939c-386895c121cd-2018-05-02T160000.000Z,2018-05-02T16:00:00.000Z,Rett and Angelman-like Disorders
TCF4,HGNC:11634,Pitt-Hopkins syndrome,MONDO:0012589,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_096f830c-0065-456a-9e26-db54fd157981-2018-05-02T170000.000Z,2018-05-02T17:00:00.000Z,Rett and Angelman-like Disorders
UBE3A,HGNC:12496,Angelman syndrome,MONDO:0007113,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_df25de82-ea9a-4d86-8b42-6587a39650e3-2018-05-02T132344.716Z,2018-05-02T13:23:44.716Z,Rett and Angelman-like Disorders
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
