GENE_SYMBOL,GENE_ID_HGNC,DISEASE_LABEL,DISEASE_ID_MONDO,MOI,SOP,CLASSIFICATION,ONLINE_REPORT,CLASSIFICATION_DATE,GCEP
AP4E1,HGNC:573,AP-4 deficiency syndrome,MONDO:0100176,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_be93d2e7-f302-41a7-9675-032510e46ad2-2021-02-18T155050.880Z,2021-02-18T15:50:50.880Z,Intellectual Disability and Autism
AP4M1,HGNC:574,AP-4 deficiency syndrome,MONDO:0100176,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f49be3e4-4e1f-478b-b4e0-f41623e5b548-2021-04-07T160000.000Z,2021-04-07T16:00:00.000Z,Intellectual Disability and Autism
ARHGEF6,HGNC:685,non-syndromic X-linked intellectual disability,MONDO:0019181,XL,SOP8,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d248ef99-6ff8-43d8-a24e-dfce6b2db1c8-2020-10-20T160000.000Z,2020-10-20T16:00:00.000Z,Intellectual Disability and Autism
ARHGEF9,HGNC:14561,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9305fb2c-6cdf-492d-9dd0-8b03dd4fab1c-2019-11-21T170000.000Z,2019-11-21T17:00:00.000Z,Intellectual Disability and Autism
ARID1A,HGNC:11110,Coffin-Siris syndrome,MONDO:0015452,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_aaf6d47a-656a-49ca-ba9e-169f25bf03e7-2021-07-07T160000.000Z,2021-07-07T16:00:00.000Z,Intellectual Disability and Autism
ARID1B,HGNC:18040,Coffin-Siris syndrome,MONDO:0015452,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d487e6c4-9727-4315-90a2-11338128a8e5-2019-12-04T200734.569Z,2019-12-04T20:07:34.569Z,Intellectual Disability and Autism
ARX,HGNC:18060,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ccf3ab49-ee8f-4980-aa04-ca13c21c124a-2020-12-01T170000.000Z,2020-12-01T17:00:00.000Z,Intellectual Disability and Autism
ASXL1,HGNC:18318,Bohring-Opitz syndrome,MONDO:0011510,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_31e0ce4d-aeb7-4983-9ec2-85178d7f40f0-2021-07-30T160000.000Z,2021-07-30T16:00:00.000Z,Intellectual Disability and Autism
ASXL2,HGNC:23805,syndromic intellectual disability,MONDO:0000508,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_cedd313e-b43b-4212-840b-7d4172258b16-2021-09-28T115443.696Z,2021-09-28T11:54:43.696Z,Intellectual Disability and Autism
ASXL3,HGNC:29357,syndromic intellectual disability,MONDO:0000508,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_947933aa-f0f8-4909-abd8-2984dd11dcb8-2021-10-06T040000.000Z,2021-10-06T04:00:00.000Z,Intellectual Disability and Autism
ATP13A2,HGNC:30213,Kufor-Rakeb syndrome,MONDO:0011706,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0ba5cb4f-3f7f-44dc-b2a5-0a2d62e510d4-2022-04-14T160000.000Z,2022-04-14T16:00:00.000Z,Intellectual Disability and Autism
ATP6AP2,HGNC:18305,ATP6AP2-related disorder,MONDO:0100146,XL,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ac33652a-dd98-46f4-ba4e-d3d5a482a22e-2020-09-14T160000.000Z,2020-09-14T16:00:00.000Z,Intellectual Disability and Autism
ATP7A,HGNC:869,Menkes disease,MONDO:0010651,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9bc50734-316b-47db-ba10-61f3fde46cca-2018-02-07T170000.000Z,2018-02-07T17:00:00.000Z,Intellectual Disability and Autism
ATRX,HGNC:886,ATR-X-related syndrome,MONDO:0016980,XL,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5296ecdf-b709-47bd-9032-daec8b91e300-2021-09-29T160000.000Z,2021-09-29T16:00:00.000Z,Intellectual Disability and Autism
AUTS2,HGNC:14262,syndromic intellectual disability,MONDO:0000508,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_582999f6-b3b4-46de-90a0-8f44e22df469-2020-09-01T160000.000Z,2020-09-01T16:00:00.000Z,Intellectual Disability and Autism
AVPR1A,HGNC:895,autism spectrum disorder,MONDO:0005258,Undetermined,SOP9,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8ea232de-063f-489a-b00a-8c5d11dbe43a-2022-03-01T050000.000Z,2022-03-01T05:00:00.000Z,Intellectual Disability and Autism
BAZ2B,HGNC:963,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP9,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_be8c5c40-5fe7-4247-b1d2-b11ca339b365-2022-10-19T040000.000Z,2022-10-19T04:00:00.000Z,Intellectual Disability and Autism
BCL11A,HGNC:13221,Dias-Logan syndrome,MONDO:0014914,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9630f9a3-3f90-49c6-ae8b-6313c950b1b2-2020-09-13T171807.228Z,2020-09-13T17:18:07.228Z,Intellectual Disability and Autism
BPTF,HGNC:3581,syndromic intellectual disability,MONDO:0000508,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_08521bf8-a5a2-4a44-941b-12d9eae7aa4f-2022-07-06T160000.000Z,2022-07-06T16:00:00.000Z,Intellectual Disability and Autism
BRD4,HGNC:13575,syndromic intellectual disability,MONDO:0000508,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8b28cda3-bce6-4a8f-b359-0ab398a1111d-2022-04-20T160000.000Z,2022-04-20T16:00:00.000Z,Intellectual Disability and Autism
BRSK2,HGNC:11405,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_327881a5-52fd-42bd-a500-c94514a7aed3-2021-02-03T170000.000Z,2021-02-03T17:00:00.000Z,Intellectual Disability and Autism
BRWD3,HGNC:17342,X-linked syndromic intellectual disability,MONDO:0020119,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b8a924e2-e76b-4363-bf38-d95fd53d6141-2018-07-18T160000.000Z,2018-07-18T16:00:00.000Z,Intellectual Disability and Autism
CACNG2,HGNC:1406,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a61ad78f-0f37-4221-82f4-710275033666-2021-07-29T210333.496Z,2021-07-29T21:03:33.496Z,Intellectual Disability and Autism
CASK,HGNC:1497,X-linked syndromic intellectual disability,MONDO:0020119,XL,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ca0e703c-3fe1-44a1-8632-036554b2f158-2019-07-09T160000.000Z,2019-07-09T16:00:00.000Z,Intellectual Disability and Autism
CC2D1A,HGNC:30237,complex neurodevelopmental disorder,MONDO:0100038,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_63def86b-765e-4f12-93a3-94ef911c3190-2020-01-08T170000.000Z,2020-01-08T17:00:00.000Z,Intellectual Disability and Autism
CDH15,HGNC:1754,intellectual disability,MONDO:0001071,AD,SOP8,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9295bddb-d61c-47c2-b186-97296b9c4d94-2021-02-17T170000.000Z,2021-02-17T17:00:00.000Z,Intellectual Disability and Autism
CDK13,HGNC:1733,syndromic intellectual disability,MONDO:0000508,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c594bcfa-2b2c-425a-8285-74bae8e01da8-2021-12-31T225720.705Z,2021-12-31T22:57:20.705Z,Intellectual Disability and Autism
CDK16,HGNC:8749,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_93557c1a-c141-4833-bcbb-83fccbd7d761-2021-10-28T160000.000Z,2021-10-28T16:00:00.000Z,Intellectual Disability and Autism
CHD3,HGNC:1918,Snijders Blok-Campeau syndrome,MONDO:0032600,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0e94c7c1-9c13-4189-8a9f-e9808916526f-2022-03-02T170000.000Z,2022-03-02T17:00:00.000Z,Intellectual Disability and Autism
CHD8,HGNC:20153,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3134b4e1-2fee-4025-99af-b2146cc2ccf8-2018-07-16T160000.000Z,2018-07-16T16:00:00.000Z,Intellectual Disability and Autism
CLCN4,HGNC:2022,non-syndromic X-linked intellectual disability,MONDO:0019181,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_54fbcbc8-77d7-4496-8527-1171cdd7452c-2017-10-20T160000.000Z,2017-10-20T16:00:00.000Z,Intellectual Disability and Autism
CLIC2,HGNC:2063,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP8,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3e8ec6b8-5189-43eb-a741-833c77e7ce91-2021-02-16T170000.000Z,2021-02-16T17:00:00.000Z,Intellectual Disability and Autism
CNKSR2,HGNC:19701,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_420ee599-c745-43b9-b9a9-c80dfd7f68a8-2020-12-16T170000.000Z,2020-12-16T17:00:00.000Z,Intellectual Disability and Autism
CNOT3,HGNC:7879,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_585384c5-8958-4934-af26-4040774a644c-2021-08-24T160000.000Z,2021-08-24T16:00:00.000Z,Intellectual Disability and Autism
CNTNAP2,HGNC:13830,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP8,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e91dc4be-821d-4f54-acdd-755a25070eec-2021-03-16T160000.000Z,2021-03-16T16:00:00.000Z,Intellectual Disability and Autism
CRADD,HGNC:2340,syndromic intellectual disability,MONDO:0000508,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7f64ee7f-13a7-4a2d-b1a2-ad6c9e63cab3-2021-06-16T180000.000Z,2021-06-16T18:00:00.000Z,Intellectual Disability and Autism
CRBN,HGNC:30185,intellectual disability,MONDO:0001071,AR,SOP8,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_158c9b6b-2ac8-4ee3-bd89-a57d567e675f-2021-05-21T135046.004Z,2021-05-21T13:50:46.004Z,Intellectual Disability and Autism
CREBBP,HGNC:2348,Rubinstein-Taybi syndrome,MONDO:0019188,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d16df64b-26ed-4f1c-b8dc-f27be773b102-2018-04-27T160000.000Z,2018-04-27T16:00:00.000Z,Intellectual Disability and Autism
CTCF,HGNC:13723,syndromic intellectual disability,MONDO:0000508,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f1cbcd7b-83e2-47c1-b708-c9052502e639-2021-07-21T160000.000Z,2021-07-21T16:00:00.000Z,Intellectual Disability and Autism
CTNNB1,HGNC:2514,severe intellectual disability-progressive spastic diplegia syndrome,MONDO:0014035,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e119aceb-a011-4811-9abd-6731c5b3d15d-2021-02-03T170000.000Z,2021-02-03T17:00:00.000Z,Intellectual Disability and Autism
CUL3,HGNC:2553,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fb529ace-86b5-4209-9974-9c07a1c32956-2021-01-16T030942.670Z,2021-01-16T03:09:42.670Z,Intellectual Disability and Autism
CUL4B,HGNC:2555,"X-linked intellectual disability, Cabezas type",MONDO:0010306,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_cc93f3b2-3124-40f8-a86e-c929b09c6f68-2018-02-21T050000.000Z,2018-02-21T05:00:00.000Z,Intellectual Disability and Autism
DDX3X,HGNC:2745,X-linked syndromic intellectual disability,MONDO:0020119,XL,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3b7c89d4-ccb2-4d4e-ad11-9d6051a40b6d-2020-05-05T160000.000Z,2020-05-05T16:00:00.000Z,Intellectual Disability and Autism
DHCR7,HGNC:2860,Smith-Lemli-Opitz syndrome,MONDO:0010035,AR,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d5ed71c9-a76b-44c0-b5c0-44d604f2e0e9-2018-09-09T160000.000Z,2018-09-09T16:00:00.000Z,Intellectual Disability and Autism
DKC1,HGNC:2890,DKC1-related disorder,MONDO:0100152,XL,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_afd6a4ca-7a1c-42ef-a9cf-bef557128f12-2020-09-13T153338.000Z,2020-09-13T15:33:38.000Z,Intellectual Disability and Autism
DLG3,HGNC:2902,non-syndromic X-linked intellectual disability,MONDO:0019181,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e73a08f0-ff3a-4328-9020-89102296e405-2018-08-15T160000.000Z,2018-08-15T16:00:00.000Z,Intellectual Disability and Autism
DLGAP2,HGNC:2906,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_efeafdd5-9105-470f-b332-8c7a3dd65078-2021-10-14T160000.000Z,2021-10-14T16:00:00.000Z,Intellectual Disability and Autism
DPP6,HGNC:3010,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP8,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3d41cebe-5490-419d-882d-4f3c6856be07-2021-05-05T160000.000Z,2021-05-05T16:00:00.000Z,Intellectual Disability and Autism
DYRK1A,HGNC:3091,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b336707e-f3a5-4554-9b37-0d29621b3562-2020-07-15T195802.528Z,2020-07-15T19:58:02.528Z,Intellectual Disability and Autism
EED,HGNC:3188,Cohen-Gibson syndrome,MONDO:0060510,AD,SOP9,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_44531e19-7957-424f-81e9-fc455095f14a-2022-12-06T190000.000Z,2022-12-06T19:00:00.000Z,Intellectual Disability and Autism
EFTUD2,HGNC:30858,mandibulofacial dysostosis-microcephaly syndrome,MONDO:0012516,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_66012775-240c-4640-ac66-12647021eee5-2022-07-20T160000.000Z,2022-07-20T16:00:00.000Z,Intellectual Disability and Autism
EHMT1,HGNC:24650,Kleefstra syndrome,MONDO:0012455,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_db91a861-6a88-4848-b6d5-4772bdef52ff-2018-06-07T040000.000Z,2018-06-07T04:00:00.000Z,Intellectual Disability and Autism
EIF2S3,HGNC:3267,MEHMO syndrome,MONDO:0010258,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_bb96fe11-dd31-47b2-820d-9071035ec7b0-2021-11-11T170000.000Z,2021-11-11T17:00:00.000Z,Intellectual Disability and Autism
EN2,HGNC:3343,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP8,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_91eb2fc6-864c-4a4a-9b2d-0b2bdd695999-2021-02-16T170000.000Z,2021-02-16T17:00:00.000Z,Intellectual Disability and Autism
EPB41L1,HGNC:3378,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP9,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3be1f426-ad87-4540-9582-a9dcf96ffddd-2022-07-06T160000.000Z,2022-07-06T16:00:00.000Z,Intellectual Disability and Autism
EZH2,HGNC:3527,Weaver syndrome,MONDO:0010193,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5dcf5941-6076-4486-94be-7ba3944abaee-2022-08-03T160000.000Z,2022-08-03T16:00:00.000Z,Intellectual Disability and Autism
FBN1,HGNC:3603,Shprintzen-Goldberg syndrome,MONDO:0008426,AD,SOP9,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_42caf14d-6400-475b-88f3-a8a24a0832c0-2021-12-01T190000.000Z,2021-12-01T19:00:00.000Z,Intellectual Disability and Autism
FGD1,HGNC:3663,"Aarskog-Scott syndrome, X-linked",MONDO:0010589,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_4b652280-1291-4166-ac59-62caabd977bb-2017-12-06T170000.000Z,2017-12-06T17:00:00.000Z,Intellectual Disability and Autism
FLNA,HGNC:3754,periventricular nodular heterotopia,MONDO:0020341,XL,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_80bc6280-7c21-4168-8a98-93c31fead5d7-2020-12-27T231155.213Z,2020-12-27T23:11:55.213Z,Intellectual Disability and Autism
FMR1,HGNC:3775,fragile X syndrome,MONDO:0010383,XL,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e491d278-7123-434c-8de3-46e16afb4037-2019-06-03T160000.000Z,2019-06-03T16:00:00.000Z,Intellectual Disability and Autism
FOLR1,HGNC:3791,neurodegenerative syndrome due to cerebral folate transport deficiency,MONDO:0013110,AR,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_22c12588-dc55-4e90-827a-d7a6349e38a9-2017-10-20T160000.000Z,2017-10-20T16:00:00.000Z,Intellectual Disability and Autism
FOXP1,HGNC:3823,intellectual disability-severe speech delay-mild dysmorphism syndrome,MONDO:0013352,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_db1c240c-7ffb-4a95-92ad-da9e8af2adc6-2019-05-09T162756.956Z,2019-05-09T16:27:56.956Z,Intellectual Disability and Autism
FOXP2,HGNC:13875,specific language disorder,MONDO:0016226,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b13348d1-1248-4507-aa29-60559e6b410e-2019-05-21T160000.000Z,2019-05-21T16:00:00.000Z,Intellectual Disability and Autism
FRMPD4,HGNC:29007,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_bdc39072-6ab1-4ec6-af69-ce7a2f874f1b-2022-11-02T160000.000Z,2022-11-02T16:00:00.000Z,Intellectual Disability and Autism
FTSJ1,HGNC:13254,non-syndromic X-linked intellectual disability,MONDO:0019181,XL,SOP5,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_9515,2018-01-17T00:00:00,Intellectual Disability and Autism
GATAD2B,HGNC:30778,severe intellectual disability-poor language-strabismus-grimacing face-long fingers syndrome,MONDO:0014034,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5fb40641-ec79-4fee-9111-d38d2062c15b-2022-02-01T170000.000Z,2022-02-01T17:00:00.000Z,Intellectual Disability and Autism
GDI1,HGNC:4226,non-syndromic X-linked intellectual disability,MONDO:0019181,XL,SOP5,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8afc42b0-6c5e-460b-87d1-035c051fe7ca-2018-05-24T225528.461Z,2018-05-24T22:55:28.461Z,Intellectual Disability and Autism
GNAI1,HGNC:4384,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ea8128fc-f085-492a-b0ef-f37d994bb01b-2021-03-17T160000.000Z,2021-03-17T16:00:00.000Z,Intellectual Disability and Autism
GPC3,HGNC:4451,Simpson-Golabi-Behmel syndrome,MONDO:0010731,XL,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5b8b02d6-1d60-4b4c-bb8a-b976907087c7-2019-12-31T175422.159Z,2019-12-31T17:54:22.159Z,Intellectual Disability and Autism
GRIA3,HGNC:4573,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_25f94660-0a8d-4f3a-8f6c-dde1b38a8ab7-2019-11-06T170000.000Z,2019-11-06T17:00:00.000Z,Intellectual Disability and Autism
GRIK2,HGNC:4580,complex neurodevelopmental disorder,MONDO:0100038,AR,SOP8,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1939b90b-f1e4-4426-9f8c-5526f9003f10-2022-02-10T180000.000Z,2022-02-10T18:00:00.000Z,Intellectual Disability and Autism
GRIK2,HGNC:4580,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP8,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7f1b4733-9b55-401b-bc3b-6ead723e7fcb-2022-02-10T180000.000Z,2022-02-10T18:00:00.000Z,Intellectual Disability and Autism
HCFC1,HGNC:4839,X-linked intellectual disability,MONDO:0100284,XL,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_023defeb-36f4-4e54-ba8f-e2c9537e933c-2021-03-17T160000.000Z,2021-03-17T16:00:00.000Z,Intellectual Disability and Autism
HDAC8,HGNC:13315,Cornelia de Lange syndrome,MONDO:0016033,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a7d29159-4c90-488e-a4e1-b006d70ae762-2018-09-11T160000.000Z,2018-09-11T16:00:00.000Z,Intellectual Disability and Autism
HNRNPK,HGNC:5044,neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome,MONDO:0018681,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f1adc74c-9bbc-48fc-bbbf-1159c0944108-2021-12-20T170000.000Z,2021-12-20T17:00:00.000Z,Intellectual Disability and Autism
HNRNPU,HGNC:5048,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b2c82248-c128-4d3e-802a-7f3295d14455-2022-11-10T190000.000Z,2022-11-10T19:00:00.000Z,Intellectual Disability and Autism
HOXA1,HGNC:5099,syndromic intellectual disability,MONDO:0000508,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1e0e605f-c82a-4e34-b913-8dc6b72b4881-2019-06-19T160000.000Z,2019-06-19T16:00:00.000Z,Intellectual Disability and Autism
HPRT1,HGNC:5157,Lesch-Nyhan syndrome,MONDO:0010298,XL,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f60022bb-5679-4766-ac72-2ddfd0b752ee-2022-07-08T160000.000Z,2022-07-08T16:00:00.000Z,Intellectual Disability and Autism
HUWE1,HGNC:30892,non-syndromic X-linked intellectual disability,MONDO:0019181,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ded2ea2f-63ff-428a-8061-7c62c276163b-2017-10-20T160000.000Z,2017-10-20T16:00:00.000Z,Intellectual Disability and Autism
